race_id,timestamp,lap_number,source
36,1776635407.673,2,wall
36,1776635407.723,2,wall
36,1776635407.772,2,wall
36,1776635407.854,2,wall
36,1776635407.921,2,wall
36,1776635407.987,2,wall
36,1776635408.071,2,wall
36,1776635408.285,2,wall
36,1776635409.017,2,obstacle
36,1776635409.397,2,wall
36,1776635409.562,2,wall
36,1776635409.612,2,wall
36,1776635410.399,2,wall
36,1776635410.466,2,wall
36,1776635410.6,2,wall
36,1776635410.717,2,wall
36,1776635412.534,2,wall
36,1776635412.65,2,wall
36,1776635413.696,2,wall
36,1776635413.863,2,wall
36,1776635414.196,2,wall
36,1776635414.278,2,wall
36,1776635414.311,2,wall
36,1776635414.378,2,wall
36,1776635414.461,2,wall
36,1776635414.561,2,wall
36,1776635414.645,2,wall
36,1776635414.744,2,wall
36,1776635414.812,2,wall
36,1776635414.862,2,wall
36,1776635414.895,2,wall
36,1776635414.961,2,wall
36,1776635415.012,2,wall
36,1776635415.045,2,wall
36,1776635415.779,2,wall
36,1776635415.846,2,wall
36,1776635415.896,2,wall
36,1776635416.012,2,wall
36,1776635417.008,3,wall
36,1776635417.042,3,wall
36,1776635417.39,3,wall
36,1776635417.556,3,wall
36,1776635418.356,3,wall
36,1776635418.388,3,wall
36,1776635418.438,3,wall
36,1776635418.52,3,wall
36,1776635418.57,3,wall
36,1776635418.62,3,wall
36,1776635418.67,3,wall
36,1776635418.72,3,wall
36,1776635418.787,3,wall
36,1776635419.8,3,wall
36,1776635419.883,3,wall
36,1776635421.132,3,wall
36,1776635422.597,3,wall
36,1776635422.696,3,wall
36,1776635422.779,3,wall
36,1776635423.878,3,wall
36,1776635423.944,3,wall
36,1776635424.012,3,wall
36,1776635424.463,3,wall
36,1776635424.631,3,wall
36,1776635424.715,3,wall
36,1776635424.764,3,wall
36,1776635424.863,3,wall
36,1776635424.946,3,wall
36,1776635425.128,3,wall
36,1776635425.229,3,wall
36,1776635425.312,3,wall
36,1776635425.362,3,wall
36,1776635425.413,3,wall
36,1776635425.898,3,wall
36,1776635426.031,3,wall
36,1776635426.065,3,wall
36,1776635426.132,3,wall
36,1776635426.165,3,wall
36,1776635426.198,3,wall
36,1776635426.281,3,wall
36,1776635426.349,3,wall
36,1776635426.383,3,wall
36,1776635426.416,3,wall
36,1776635426.467,3,wall
36,1776635426.533,3,wall
36,1776635426.731,3,wall
36,1776635427.846,3,wall
36,1776635427.88,3,wall
36,1776635429.733,3,wall
36,1776635429.767,3,wall
36,1776635429.932,3,wall
36,1776635430.165,3,wall
36,1776635430.23,3,wall
36,1776635430.347,3,wall
36,1776635430.38,3,wall
36,1776635430.447,3,wall
36,1776635430.531,3,wall
36,1776635430.581,3,wall
36,1776635430.631,3,wall
36,1776635430.682,3,wall
36,1776635430.732,3,wall
36,1776635430.765,3,wall
36,1776635431.599,3,wall
36,1776635432.202,3,wall
36,1776635432.317,3,wall
36,1776635432.384,3,wall
36,1776635432.483,3,wall
36,1776635432.516,3,wall
36,1776635432.549,3,wall
36,1776635432.6,3,wall
36,1776635432.65,3,wall
36,1776635432.699,3,wall
36,1776635432.732,3,wall
36,1776635432.782,3,wall
36,1776635432.815,3,wall
36,1776635432.848,3,wall
36,1776635432.881,3,wall
36,1776635432.948,3,wall
36,1776635433.014,3,wall
36,1776635433.13,3,wall
36,1776635433.33,3,wall
36,1776635433.447,3,wall
36,1776635433.513,3,wall
36,1776635433.996,3,wall
36,1776635434.129,3,wall
36,1776635434.929,3,wall
36,1776635435.012,3,wall
36,1776635436.072,3,wall
36,1776635436.205,3,wall
36,1776635437.482,3,wall
36,1776635437.515,3,wall
36,1776635437.581,3,wall
36,1776635437.615,3,wall
36,1776635437.649,3,wall
36,1776635437.699,3,wall
36,1776635437.748,3,wall
36,1776635437.816,3,wall
36,1776635437.882,3,wall
36,1776635438.268,3,wall
36,1776635439.238,3,wall
36,1776635439.271,3,wall
36,1776635439.354,3,wall
36,1776635439.437,3,wall
36,1776635439.536,3,wall
36,1776635439.635,3,wall
36,1776635439.717,3,wall
37,1776635485.428,1,wall
37,1776635486.112,1,wall
37,1776635486.145,1,wall
37,1776635486.178,1,wall
37,1776635486.79,1,wall
37,1776635486.872,1,wall
37,1776635487.855,1,wall
37,1776635487.921,1,wall
37,1776635488.02,1,wall
37,1776635489.484,1,wall
37,1776635489.534,1,wall
37,1776635489.585,1,wall
37,1776635490.797,1,wall
37,1776635490.83,1,wall
37,1776635490.863,1,wall
37,1776635490.931,1,wall
37,1776635490.998,1,wall
37,1776635491.047,1,wall
37,1776635491.347,1,wall
37,1776635491.43,1,wall
37,1776635491.727,1,wall
37,1776635491.794,1,wall
37,1776635491.861,1,wall
37,1776635491.945,1,wall
37,1776635492.011,1,wall
37,1776635492.194,1,wall
37,1776635493.038,1,wall
37,1776635493.088,1,wall
37,1776635493.984,1,wall
37,1776635495.715,1,wall
37,1776635496.916,1,wall
37,1776635496.999,1,wall
37,1776635497.032,1,wall
37,1776635497.065,1,wall
37,1776635497.148,1,wall
37,1776635497.198,1,wall
37,1776635497.346,1,wall
37,1776635498.063,1,wall
37,1776635498.246,1,wall
37,1776635498.33,1,wall
37,1776635498.464,1,wall
37,1776635498.662,1,wall
37,1776635498.761,1,wall
37,1776635498.794,1,wall
37,1776635498.827,1,wall
37,1776635498.91,1,wall
37,1776635498.975,1,wall
37,1776635499.008,1,wall
37,1776635499.041,1,wall
37,1776635499.075,1,wall
37,1776635499.125,1,wall
37,1776635500.457,1,wall
37,1776635500.64,1,wall
37,1776635501.307,1,obstacle
37,1776635502.625,1,wall
37,1776635502.691,1,wall
37,1776635502.724,1,wall
37,1776635502.757,1,wall
37,1776635502.808,1,wall
37,1776635503.273,1,wall
37,1776635503.406,1,wall
37,1776635503.489,1,wall
37,1776635504.039,1,wall
37,1776635504.089,1,wall
37,1776635504.288,1,wall
37,1776635505.7,1,wall
37,1776635505.817,1,wall
37,1776635505.884,1,wall
37,1776635505.983,1,wall
37,1776635506.016,1,wall
37,1776635506.066,1,wall
37,1776635506.133,1,wall
37,1776635506.2,1,wall
37,1776635506.249,1,wall
37,1776635506.283,1,wall
37,1776635506.699,1,wall
37,1776635508.495,2,wall
37,1776635508.545,2,wall
37,1776635509.094,2,wall
37,1776635509.161,2,wall
37,1776635509.195,2,wall
37,1776635509.708,2,wall
37,1776635509.824,2,wall
37,1776635509.991,2,wall
37,1776635510.023,2,wall
37,1776635510.106,2,wall
37,1776635510.157,2,wall
37,1776635510.191,2,wall
37,1776635510.241,2,wall
37,1776635510.291,2,wall
37,1776635510.324,2,wall
37,1776635510.357,2,wall
37,1776635510.407,2,wall
37,1776635510.44,2,wall
37,1776635510.506,2,wall
37,1776635510.556,2,wall
37,1776635510.605,2,wall
37,1776635510.672,2,wall
37,1776635510.872,2,wall
37,1776635510.922,2,wall
37,1776635510.972,2,wall
37,1776635511.005,2,wall
37,1776635511.055,2,wall
37,1776635511.121,2,wall
37,1776635511.187,2,wall
37,1776635511.254,2,wall
37,1776635511.304,2,wall
37,1776635511.371,2,wall
37,1776635511.421,2,wall
37,1776635511.454,2,wall
37,1776635511.554,2,wall
37,1776635512.351,2,wall
37,1776635512.383,2,wall
37,1776635512.684,2,wall
37,1776635512.918,2,wall
37,1776635512.985,2,wall
37,1776635513.051,2,wall
37,1776635513.118,2,wall
37,1776635515.135,2,wall
37,1776635515.202,2,wall
37,1776635515.95,2,wall
37,1776635517.031,2,wall
37,1776635517.129,2,wall
37,1776635517.163,2,wall
37,1776635517.261,2,wall
37,1776635517.395,2,wall
37,1776635517.942,2,wall
37,1776635517.976,2,wall
37,1776635518.025,2,wall
37,1776635518.058,2,wall
37,1776635518.092,2,wall
37,1776635518.176,2,wall
37,1776635518.226,2,wall
37,1776635519.093,2,wall
37,1776635519.295,2,wall
37,1776635521.291,2,wall
37,1776635522.825,2,wall
37,1776635522.858,2,wall
37,1776635523.074,2,wall
37,1776635523.241,2,wall
37,1776635523.357,2,wall
37,1776635523.489,2,wall
37,1776635523.556,2,wall
37,1776635523.59,2,wall
37,1776635523.657,2,wall
37,1776635523.706,2,wall
37,1776635523.755,2,wall
37,1776635523.855,2,wall
37,1776635523.889,2,wall
37,1776635523.937,2,wall
37,1776635525.22,2,wall
37,1776635525.437,2,wall
37,1776635526.067,2,obstacle
37,1776635526.133,2,wall
37,1776635526.167,2,wall
37,1776635526.217,2,wall
37,1776635526.283,2,wall
37,1776635526.7,2,wall
37,1776635526.749,2,obstacle
37,1776635526.799,2,wall
37,1776635526.816,2,obstacle
37,1776635526.899,2,wall
37,1776635526.916,2,obstacle
37,1776635527.081,2,wall
37,1776635527.148,2,wall
37,1776635527.181,2,wall
37,1776635527.214,2,wall
37,1776635527.264,2,wall
37,1776635527.365,2,wall
37,1776635527.432,2,wall
37,1776635527.516,2,wall
37,1776635527.55,2,obstacle
37,1776635527.649,2,wall
37,1776635527.766,2,wall
37,1776635529.761,2,wall
37,1776635530.825,2,wall
37,1776635531.024,2,wall
37,1776635531.058,2,wall
37,1776635531.422,2,wall
37,1776635531.473,2,wall
37,1776635531.506,2,wall
37,1776635531.724,2,wall
37,1776635531.791,2,wall
37,1776635531.925,2,wall
37,1776635532.007,2,wall
37,1776635532.041,2,wall
37,1776635532.938,2,wall
37,1776635533.005,2,wall
37,1776635533.985,3,wall
37,1776635534.019,3,wall
37,1776635534.402,3,wall
37,1776635534.535,3,wall
37,1776635535.299,3,wall
37,1776635535.466,3,wall
37,1776635535.566,3,wall
37,1776635535.666,3,wall
37,1776635535.781,3,wall
37,1776635536.264,3,wall
37,1776635536.346,3,wall
37,1776635537.894,3,wall
37,1776635537.927,3,wall
37,1776635537.977,3,wall
37,1776635538.311,3,wall
37,1776635538.343,3,wall
37,1776635538.377,3,wall
37,1776635538.411,3,wall
37,1776635538.477,3,wall
37,1776635538.509,3,wall
37,1776635538.542,3,wall
37,1776635538.576,3,wall
37,1776635538.609,3,wall
37,1776635538.692,3,wall
37,1776635538.742,3,wall
37,1776635538.792,3,wall
37,1776635538.859,3,wall
37,1776635538.993,3,wall
37,1776635539.61,3,wall
37,1776635540.743,3,wall
37,1776635540.825,3,wall
37,1776635540.892,3,wall
37,1776635541.009,3,wall
37,1776635541.041,3,wall
37,1776635541.974,3,wall
37,1776635542.04,3,wall
37,1776635542.09,3,wall
37,1776635542.771,3,wall
37,1776635543.654,3,wall
37,1776635544.103,3,wall
37,1776635544.153,3,wall
37,1776635544.203,3,wall
37,1776635545.798,3,wall
37,1776635547.344,3,wall
37,1776635547.378,3,wall
37,1776635547.411,3,wall
37,1776635547.561,3,wall
37,1776635547.645,3,wall
37,1776635547.777,3,wall
37,1776635547.811,3,wall
37,1776635547.894,3,wall
37,1776635547.977,3,wall
37,1776635548.077,3,wall
37,1776635548.195,3,wall
37,1776635548.277,3,wall
37,1776635549.557,3,wall
37,1776635550.241,3,obstacle
37,1776635550.839,3,wall
37,1776635552.484,3,wall
37,1776635552.867,3,wall
37,1776635552.918,3,wall
37,1776635554.148,3,wall
37,1776635554.231,3,wall
37,1776635554.43,3,wall
37,1776635554.464,3,wall
37,1776635554.629,3,wall
37,1776635554.745,3,wall
37,1776635554.91,3,wall
38,1776635576.215,1,wall
38,1776635577.041,1,wall
38,1776635577.106,1,wall
38,1776635579.453,1,wall
38,1776635579.586,1,wall
38,1776635579.619,1,wall
38,1776635579.718,1,wall
38,1776635579.752,1,wall
38,1776635579.785,1,wall
38,1776635579.819,1,wall
38,1776635579.869,1,wall
38,1776635579.969,1,wall
38,1776635580.035,1,wall
38,1776635580.069,1,wall
38,1776635580.169,1,wall
38,1776635580.253,1,wall
38,1776635580.286,1,wall
38,1776635580.419,1,wall
38,1776635581.566,1,wall
38,1776635581.714,1,wall
38,1776635581.764,1,wall
38,1776635581.814,1,wall
38,1776635581.848,1,wall
38,1776635581.947,1,wall
38,1776635583.392,1,wall
38,1776635583.541,1,wall
38,1776635585.403,1,wall
38,1776635585.503,1,wall
38,1776635587.164,1,wall
38,1776635587.198,1,wall
38,1776635587.264,1,wall
38,1776635587.414,1,wall
38,1776635587.448,1,wall
38,1776635587.597,1,wall
38,1776635587.68,1,wall
38,1776635587.746,1,wall
38,1776635587.813,1,wall
38,1776635587.863,1,wall
38,1776635587.896,1,wall
38,1776635587.963,1,wall
38,1776635587.995,1,wall
38,1776635588.062,1,wall
38,1776635588.177,1,wall
38,1776635589.503,1,wall
38,1776635590.084,1,obstacle
38,1776635590.6,1,wall
38,1776635591.084,1,wall
38,1776635591.116,1,wall
38,1776635592.664,1,wall
38,1776635594.242,1,wall
38,1776635594.358,1,wall
38,1776635594.508,1,wall
38,1776635594.824,1,wall
38,1776635594.923,1,wall
38,1776635596.792,2,wall
38,1776635596.874,2,wall
38,1776635597.654,2,wall
38,1776635597.688,2,wall
38,1776635597.738,2,wall
38,1776635597.837,2,wall
38,1776635597.904,2,wall
38,1776635597.954,2,wall
38,1776635598.004,2,wall
38,1776635598.071,2,wall
38,1776635599.199,2,wall
38,1776635599.249,2,wall
38,1776635600.096,2,wall
38,1776635600.678,2,wall
38,1776635600.778,2,wall
38,1776635600.877,2,wall
38,1776635600.927,2,wall
38,1776635602.393,2,wall
38,1776635602.443,2,wall
38,1776635602.575,2,wall
38,1776635603.041,2,wall
38,1776635603.108,2,wall
38,1776635603.157,2,wall
38,1776635603.189,2,wall
38,1776635603.273,2,wall
38,1776635603.306,2,wall
38,1776635603.389,2,wall
38,1776635603.439,2,wall
38,1776635604.203,2,wall
38,1776635604.402,2,wall
38,1776635605.747,2,wall
38,1776635605.814,2,wall
38,1776635605.847,2,wall
38,1776635606.379,2,wall
38,1776635606.413,2,wall
38,1776635606.545,2,wall
38,1776635607.194,2,wall
38,1776635607.36,2,wall
38,1776635608.56,2,wall
38,1776635608.611,2,wall
38,1776635608.695,2,wall
38,1776635608.763,2,wall
38,1776635608.813,2,wall
38,1776635608.896,2,wall
38,1776635609.063,2,wall
38,1776635609.812,2,wall
38,1776635609.98,2,wall
38,1776635610.113,2,wall
38,1776635610.196,2,wall
38,1776635610.396,2,wall
38,1776635610.496,2,wall
38,1776635610.563,2,wall
38,1776635610.612,2,wall
38,1776635610.646,2,wall
38,1776635610.696,2,wall
38,1776635610.746,2,wall
38,1776635610.879,2,wall
38,1776635612.212,2,wall
38,1776635612.912,2,obstacle
38,1776635613.908,2,wall
38,1776635613.941,2,wall
38,1776635613.974,2,wall
38,1776635614.638,2,wall
38,1776635614.82,2,wall
38,1776635614.87,2,wall
38,1776635614.919,2,wall
38,1776635614.953,2,wall
38,1776635615.885,2,wall
38,1776635616.152,2,wall
38,1776635616.185,2,wall
38,1776635616.218,2,wall
38,1776635616.252,2,wall
38,1776635616.301,2,wall
38,1776635616.334,2,wall
38,1776635616.383,2,wall
38,1776635616.417,2,wall
38,1776635616.517,2,wall
38,1776635616.549,2,wall
38,1776635616.616,2,wall
38,1776635616.665,2,wall
38,1776635616.782,2,wall
38,1776635616.815,2,wall
38,1776635616.865,2,wall
38,1776635618.765,3,wall
38,1776635619.462,3,wall
38,1776635621.043,3,wall
38,1776635621.258,3,wall
38,1776635621.324,3,wall
38,1776635621.424,3,wall
38,1776635621.674,3,wall
38,1776635623.104,3,wall
38,1776635623.736,3,wall
38,1776635624.702,3,wall
38,1776635624.769,3,wall
38,1776635625.848,3,wall
38,1776635626.063,3,wall
38,1776635626.178,3,wall
38,1776635626.244,3,wall
38,1776635626.31,3,wall
38,1776635626.377,3,wall
38,1776635626.444,3,wall
38,1776635626.511,3,wall
38,1776635626.544,3,wall
38,1776635626.594,3,wall
38,1776635626.729,3,wall
38,1776635626.762,3,wall
38,1776635626.795,3,wall
38,1776635626.845,3,wall
38,1776635626.877,3,wall
38,1776635626.943,3,wall
38,1776635627.06,3,wall
38,1776635627.677,3,wall
38,1776635629.073,3,wall
38,1776635629.273,3,wall
38,1776635630.77,3,wall
38,1776635631.467,3,wall
38,1776635631.584,3,wall
38,1776635631.618,3,wall
38,1776635631.668,3,wall
38,1776635631.718,3,wall
38,1776635631.752,3,wall
38,1776635631.868,3,wall
38,1776635631.967,3,wall
38,1776635632.185,3,wall
38,1776635632.235,3,wall
38,1776635632.302,3,wall
38,1776635633.267,3,wall
38,1776635634.066,3,obstacle
38,1776635634.067,3,wall
38,1776635634.1,3,wall
